Date,Open,High,Low,Close,Volume,Adj Close
2015-05-19,4417.55,4417.55,4417.55,4417.55,000,4417.55
2015-05-18,4283.49,4283.49,4283.49,4283.49,000,4283.49
2015-05-15,4308.69,4308.69,4308.69,4308.69,000,4308.69
2015-05-14,4378.31,4378.31,4378.31,4378.31,000,4378.31
2015-05-13,4375.76,4375.76,4375.76,4375.76,000,4375.76
2015-05-12,4401.22,4401.22,4401.22,4401.22,000,4401.22
2015-05-11,4333.58,4333.58,4333.58,4333.58,000,4333.58
2015-05-08,4205.92,4205.92,4205.92,4205.92,000,4205.92
2015-05-07,4112.21,4112.21,4112.21,4112.21,000,4112.21
2015-05-06,4229.27,4229.27,4229.27,4229.27,000,4229.27
2015-05-05,4298.71,4298.71,4298.71,4298.71,000,4298.71
2015-05-04,4480.46,4480.46,4480.46,4480.46,000,4480.46
2015-04-30,4441.65,4441.65,4441.65,4441.65,000,4441.65
2015-04-29,4476.62,4476.62,4476.62,4476.62,000,4476.62
2015-04-28,4476.21,4476.21,4476.21,4476.21,000,4476.21
2015-04-27,4527.40,4527.40,4527.40,4527.40,000,4527.40
2015-04-24,4393.69,4393.69,4393.69,4393.69,000,4393.69
2015-04-23,4414.51,4414.51,4414.51,4414.51,000,4414.51
2015-04-22,4398.49,4398.49,4398.49,4398.49,000,4398.49
2015-04-21,4293.62,4293.62,4293.62,4293.62,000,4293.62
2015-04-20,4217.08,4217.08,4217.08,4217.08,000,4217.08
2015-04-17,4287.30,4287.30,4287.30,4287.30,000,4287.30
2015-04-16,4194.82,4194.82,4194.82,4194.82,000,4194.82
2015-04-15,4084.16,4084.16,4084.16,4084.16,000,4084.16
2015-04-14,4135.56,4135.56,4135.56,4135.56,000,4135.56
2015-04-13,4121.71,4121.71,4121.71,4121.71,000,4121.71
2015-04-10,4034.31,4034.31,4034.31,4034.31,000,4034.31
2015-04-09,3957.53,3957.53,3957.53,3957.53,000,3957.53
2015-04-08,3994.81,3994.81,3994.81,3994.81,000,3994.81
2015-04-07,3961.38,3961.38,3961.38,3961.38,000,3961.38
2015-04-03,3863.93,3863.93,3863.93,3863.93,000,3863.93
2015-04-02,3825.78,3825.78,3825.78,3825.78,000,3825.78
2015-04-01,3810.29,3810.29,3810.29,3810.29,000,3810.29
2015-03-31,3747.90,3747.90,3747.90,3747.90,000,3747.90
2015-03-30,3786.57,3786.57,3786.57,3786.57,000,3786.57
2015-03-27,3691.10,3691.10,3691.10,3691.10,000,3691.10
2015-03-26,3682.09,3682.09,3682.09,3682.09,000,3682.09
2015-03-25,3660.73,3660.73,3660.73,3660.73,000,3660.73
2015-03-24,3691.41,3691.41,3691.41,3691.41,000,3691.41
2015-03-23,3687.73,3687.73,3687.73,3687.73,000,3687.73
2015-03-20,3617.32,3617.32,3617.32,3617.32,000,3617.32
2015-03-19,3582.27,3582.27,3582.27,3582.27,000,3582.27
2015-03-18,3577.30,3577.30,3577.30,3577.30,000,3577.30
2015-03-17,3502.85,3502.85,3502.85,3502.85,000,3502.85
2015-03-16,3449.30,3449.30,3449.30,3449.30,000,3449.30
2015-03-13,3372.91,3372.91,3372.91,3372.91,000,3372.91
2015-03-12,3349.32,3349.32,3349.32,3349.32,000,3349.32
2015-03-11,3290.90,3290.90,3290.90,3290.90,000,3290.90
2015-03-10,3286.07,3286.07,3286.07,3286.07,000,3286.07
2015-03-09,3302.41,3302.41,3302.41,3302.41,000,3302.41
2015-03-06,3241.19,3241.19,3241.19,3241.19,000,3241.19
2015-03-05,3248.48,3248.48,3248.48,3248.48,000,3248.48
2015-03-04,3279.53,3279.53,3279.53,3279.53,000,3279.53
2015-03-03,3263.05,3263.05,3263.05,3263.05,000,3263.05
2015-03-02,3336.28,3336.28,3336.28,3336.28,000,3336.28
2015-02-27,3310.30,3310.30,3310.30,3310.30,000,3310.30
2015-02-26,3298.36,3298.36,3298.36,3298.36,000,3298.36
2015-02-25,3228.84,3228.84,3228.84,3228.84,000,3228.84
2015-02-17,3246.91,3246.91,3246.91,3246.91,000,3246.91
2015-02-16,3222.36,3222.36,3222.36,3222.36,000,3222.36
2015-02-13,3203.83,3203.83,3203.83,3203.83,000,3203.83
2015-02-12,3173.42,3173.42,3173.42,3173.42,000,3173.42
2015-02-11,3157.70,3157.70,3157.70,3157.70,000,3157.70
2015-02-10,3141.59,3141.59,3141.59,3141.59,000,3141.59
2015-02-09,3095.12,3095.12,3095.12,3095.12,000,3095.12
2015-02-06,3075.91,3075.91,3075.91,3075.91,000,3075.91
2015-02-05,3136.53,3136.53,3136.53,3136.53,000,3136.53
2015-02-04,3174.13,3174.13,3174.13,3174.13,000,3174.13
2015-02-03,3204.91,3204.91,3204.91,3204.91,000,3204.91
2015-02-02,3128.30,3128.30,3128.30,3128.30,000,3128.30
2015-01-30,3210.36,3210.36,3210.36,3210.36,000,3210.36
2015-01-29,3262.30,3262.30,3262.30,3262.30,000,3262.30
2015-01-28,3305.74,3305.74,3305.74,3305.74,000,3305.74
2015-01-27,3352.96,3352.96,3352.96,3352.96,000,3352.96
2015-01-26,3383.18,3383.18,3383.18,3383.18,000,3383.18
2015-01-23,3351.76,3351.76,3351.76,3351.76,000,3351.76
2015-01-22,3343.34,3343.34,3343.34,3343.34,000,3343.34
2015-01-21,3323.61,3323.61,3323.61,3323.61,000,3323.61
2015-01-20,3173.05,3173.05,3173.05,3173.05,000,3173.05
2015-01-19,3116.35,3116.35,3116.35,3116.35,000,3116.35
2015-01-16,3376.50,3376.50,3376.50,3376.50,000,3376.50
2015-01-15,3336.46,3336.46,3336.46,3336.46,000,3336.46
2015-01-14,3222.44,3222.44,3222.44,3222.44,000,3222.44
2015-01-13,3235.30,3235.30,3235.30,3235.30,000,3235.30
2015-01-12,3229.32,3229.32,3229.32,3229.32,000,3229.32
2015-01-09,3285.41,3285.41,3285.41,3285.41,000,3285.41
2015-01-08,3293.46,3293.46,3293.46,3293.46,000,3293.46
2015-01-07,3373.95,3373.95,3373.95,3373.95,000,3373.95
2015-01-06,3351.45,3351.45,3351.45,3351.45,000,3351.45
2015-01-05,3350.52,3350.52,3350.52,3350.52,000,3350.52
